person_age,person_gender,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
24.0,1,57439.0,2,7000.0,6.62,0.12,3.0,570,1,0,0,0,1,0,0,0,1,0,0,0,0,1
24.0,0,67221.0,2,8000.0,8.49,0.12,3.0,631,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23.0,0,66971.0,0,1500.0,11.49,0.02,3.0,615,1,0,0,0,1,0,0,0,0,0,0,0,0,1
24.0,1,56893.0,0,7000.0,6.54,0.12,4.0,610,1,0,0,0,0,0,0,0,1,0,0,1,0,0
25.0,0,67302.0,4,6000.0,15.23,0.09,3.0,666,0,0,1,0,0,0,0,1,0,0,0,0,1,0
23.0,0,66837.0,0,8000.0,7.49,0.12,4.0,629,1,0,0,0,0,0,0,0,0,1,0,0,0,0
21.0,0,57371.0,1,7000.0,14.96,0.12,3.0,653,0,0,1,0,0,0,0,0,1,0,0,0,0,1
23.0,1,67043.0,0,8000.0,7.49,0.12,4.0,642,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23.0,1,67030.0,0,10000.0,13.99,0.15,3.0,615,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22.0,0,50898.0,0,7000.0,15.7,0.14,3.0,682,0,1,1,0,0,0,0,0,1,0,0,0,0,1
26.0,0,58740.0,6,7000.0,12.69,0.12,2.0,636,1,0,1,0,0,0,0,0,1,0,0,1,0,0
26.0,1,58455.0,5,7000.0,5.79,0.12,3.0,633,1,0,0,0,0,1,0,0,1,0,0,1,0,0
23.0,0,58467.0,2,7000.0,8.94,0.12,3.0,617,0,0,0,0,1,0,0,0,1,1,0,0,0,0
26.0,1,58650.0,4,7000.0,9.63,0.12,2.0,683,1,0,0,0,1,0,0,0,1,0,0,1,0,0
23.0,1,67293.0,1,5000.0,11.11,0.07,2.0,609,0,0,0,0,1,0,0,0,0,1,0,0,0,0
25.0,1,59049.0,3,7000.0,7.9,0.12,3.0,640,1,0,0,0,0,0,0,0,1,0,0,1,0,0
23.0,0,60718.0,0,7000.0,11.01,0.12,4.0,677,1,0,0,0,0,1,0,0,1,0,0,1,0,0
21.0,0,61182.0,0,7000.0,15.27,0.11,4.0,617,1,0,0,0,1,0,0,0,1,0,0,1,0,0
24.0,1,66723.0,3,9600.0,11.01,0.14,3.0,643,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24.0,1,60718.0,1,7000.0,11.71,0.12,3.0,661,1,0,0,0,1,0,0,0,1,0,0,0,0,0
26.0,0,66815.0,1,11300.0,7.29,0.17,4.0,552,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,1,67225.0,0,5000.0,7.66,0.07,2.0,621,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,0,60958.0,1,7000.0,11.01,0.11,2.0,668,1,0,0,0,0,0,0,0,1,0,0,0,0,1
26.0,0,67257.0,4,5000.0,6.92,0.07,3.0,602,1,0,0,0,1,0,0,0,0,0,0,0,0,1
21.0,1,61088.0,0,7000.0,10.37,0.11,4.0,549,1,0,0,0,1,0,0,0,1,0,0,1,0,0
22.0,0,61081.0,0,7000.0,7.66,0.11,3.0,598,1,0,0,0,1,0,0,0,1,0,0,0,0,1
26.0,1,66797.0,7,10000.0,10.0,0.15,2.0,576,1,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,0,67175.0,0,12000.0,9.63,0.18,4.0,569,1,0,0,0,1,0,0,0,0,1,0,0,0,0
24.0,1,66742.0,1,10000.0,5.79,0.15,3.0,581,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22.0,0,66711.0,3,25000.0,10.74,0.37,2.0,669,1,0,0,0,1,0,0,1,0,1,0,0,0,0
23.0,0,60736.0,1,7000.0,7.51,0.12,4.0,659,1,0,0,0,1,0,0,0,1,1,0,0,0,0
25.0,1,66824.0,0,8500.0,11.01,0.13,2.0,568,1,0,0,0,0,1,0,0,0,0,1,0,0,0
22.0,1,66945.0,0,12000.0,9.99,0.18,4.0,654,1,0,1,0,0,0,0,0,0,0,0,0,0,1
26.0,0,61037.0,3,7000.0,9.63,0.11,2.0,671,0,0,0,0,0,1,0,0,1,0,0,0,0,1
23.0,1,60857.0,0,7000.0,9.32,0.12,3.0,607,1,0,1,0,0,0,0,0,1,1,0,0,0,0
23.0,0,67013.0,3,15000.0,6.17,0.22,2.0,590,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22.0,0,59480.0,0,10000.0,5.79,0.17,4.0,636,0,1,0,0,1,0,0,0,0,0,0,0,1,0
21.0,1,53492.0,0,7000.0,11.46,0.13,2.0,619,0,1,0,0,1,0,0,0,1,0,1,0,0,0
26.0,0,60755.0,3,7000.0,11.01,0.12,4.0,697,0,0,1,0,0,0,0,0,1,0,0,0,1,0
23.0,0,66888.0,2,7750.0,6.17,0.12,4.0,634,1,0,1,0,0,0,0,0,0,0,0,0,1,0
23.0,0,62030.0,2,7000.0,6.99,0.11,3.0,644,1,0,0,0,1,0,0,0,1,0,0,1,0,0
21.0,1,54898.0,0,7000.0,14.96,0.13,4.0,662,0,1,1,0,0,0,0,0,1,0,0,0,1,0
22.0,0,61970.0,0,7000.0,12.18,0.11,2.0,579,0,0,0,0,0,0,0,0,1,0,0,0,0,1
23.0,1,63291.0,1,7000.0,10.65,0.11,2.0,575,0,0,1,0,0,0,0,0,1,1,0,0,0,0
24.0,0,67049.0,0,6000.0,5.42,0.09,3.0,600,0,0,0,0,1,0,0,0,0,0,1,0,0,0
25.0,0,63385.0,0,7000.0,10.59,0.11,2.0,671,0,0,0,0,0,1,0,0,1,0,1,0,0,0
22.0,1,67145.0,0,4800.0,12.98,0.07,4.0,691,1,0,0,0,0,1,0,0,0,0,0,1,0,0
22.0,0,66846.0,1,12000.0,6.54,0.18,4.0,687,0,0,1,0,0,0,0,0,0,1,0,0,0,0
21.0,0,63023.0,0,7000.0,7.49,0.11,4.0,664,0,0,1,0,0,0,0,0,1,1,0,0,0,0
26.0,0,63507.0,4,7000.0,7.88,0.11,3.0,660,0,0,1,0,0,0,0,0,1,1,0,0,0,0
26.0,1,67056.0,5,10500.0,5.79,0.16,2.0,689,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,0,63385.0,3,7000.0,7.74,0.11,4.0,656,1,0,1,0,0,0,0,0,1,0,0,1,0,0
22.0,1,66886.0,1,2200.0,5.42,0.03,3.0,571,1,0,0,0,1,0,0,1,0,1,0,0,0,0
25.0,1,62920.0,0,7000.0,12.53,0.11,3.0,591,1,0,1,0,0,0,0,0,1,0,0,0,0,0
22.0,1,67179.0,0,1275.0,6.91,0.02,3.0,657,1,0,0,0,0,0,0,1,0,0,0,0,0,1
22.0,0,64415.0,1,7000.0,17.58,0.11,3.0,625,1,0,0,0,0,0,0,0,1,0,0,0,1,0
25.0,0,66719.0,7,17000.0,6.91,0.25,4.0,613,1,0,0,0,1,0,0,0,0,0,0,0,0,0
26.0,1,59573.0,4,13000.0,16.45,0.22,3.0,648,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23.0,0,67358.0,0,1000.0,11.49,0.01,4.0,634,0,0,0,0,0,0,0,1,0,0,0,0,0,1
22.0,1,66012.0,0,7000.0,13.61,0.11,4.0,654,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25.0,0,66768.0,3,15000.0,7.88,0.22,2.0,648,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,0,65866.0,4,7000.0,13.47,0.11,2.0,697,0,0,0,0,0,1,0,0,1,1,0,0,0,0
24.0,1,66996.0,5,3000.0,11.12,0.04,2.0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,0,65730.0,0,7000.0,9.91,0.11,3.0,587,1,0,1,0,0,0,0,0,1,0,0,0,0,0
24.0,0,59756.0,2,7000.0,7.49,0.12,3.0,568,0,1,0,0,0,0,0,0,1,1,0,0,0,0
23.0,0,66956.0,0,10000.0,10.75,0.15,4.0,657,1,0,1,0,0,0,0,0,0,1,0,0,0,0
23.0,0,66898.0,1,11000.0,10.38,0.16,3.0,656,1,0,0,0,1,0,0,1,0,1,0,0,0,0
24.0,0,67369.0,1,16000.0,11.01,0.24,3.0,528,1,0,0,0,1,0,0,1,0,0,0,1,0,0
21.0,0,67116.0,0,10000.0,14.72,0.15,2.0,626,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23.0,0,103124.0,0,7000.0,10.74,0.07,3.0,664,1,0,0,0,0,0,0,0,1,1,0,0,0,0
23.0,0,59787.0,0,5000.0,15.21,0.08,2.0,628,0,1,0,0,1,0,0,0,0,0,0,1,0,0
25.0,0,107854.0,5,7000.0,10.99,0.06,3.0,552,0,0,0,0,1,0,0,0,1,1,0,0,0,0
26.0,1,67220.0,3,9800.0,7.88,0.15,3.0,642,1,0,1,0,0,0,0,0,0,0,1,0,0,0
23.0,0,107788.0,2,7000.0,11.01,0.06,3.0,641,1,0,0,0,1,0,0,0,1,1,0,0,0,0
24.0,1,67228.0,6,7500.0,14.84,0.11,2.0,578,1,0,0,0,1,0,0,0,0,1,0,0,0,0
23.0,1,109051.0,2,7000.0,10.65,0.06,2.0,655,1,0,0,0,0,0,0,0,1,0,0,1,0,0
26.0,0,108920.0,0,7000.0,13.49,0.06,3.0,617,0,0,0,0,0,1,0,0,1,0,0,0,1,0
26.0,1,60806.0,6,7150.0,12.69,0.12,2.0,670,1,0,0,0,0,0,0,0,1,0,0,0,0,0
26.0,0,66957.0,2,13000.0,13.98,0.19,3.0,594,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26.0,0,74571.0,4,7150.0,6.99,0.1,2.0,547,1,0,0,0,1,0,0,0,1,0,1,0,0,0
23.0,0,66832.0,1,7000.0,13.23,0.1,2.0,652,1,0,0,0,1,0,0,0,0,0,0,0,0,1
26.0,0,66967.0,2,3000.0,6.76,0.04,2.0,650,0,0,1,0,0,0,0,0,0,0,0,1,0,0
23.0,1,102685.0,1,7175.0,7.49,0.07,4.0,633,1,0,1,0,0,0,0,0,1,0,0,0,0,0
22.0,1,18121.0,0,7200.0,11.71,0.4,4.0,611,0,1,0,0,1,0,0,0,1,0,0,0,0,0
24.0,1,66717.0,3,5000.0,7.88,0.07,4.0,562,1,0,1,0,0,0,0,0,0,0,0,0,0,1
22.0,0,26036.0,4,7200.0,6.91,0.28,4.0,539,0,1,1,0,0,0,0,0,1,0,0,0,0,0
21.0,1,67259.0,0,10500.0,7.51,0.16,3.0,534,1,0,1,0,0,0,0,0,0,1,0,0,0,0
26.0,0,27234.0,7,7200.0,10.38,0.26,3.0,624,0,1,1,0,0,0,0,0,1,0,0,0,0,1
25.0,0,27892.0,4,7200.0,5.79,0.26,2.0,656,0,1,0,0,0,1,0,0,1,0,0,0,0,1
24.0,1,28973.0,5,7200.0,12.69,0.25,2.0,624,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23.0,1,67172.0,0,8000.0,13.85,0.12,4.0,664,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,0,30909.0,2,7200.0,12.68,0.23,4.0,668,1,0,0,0,0,0,0,0,1,1,0,0,0,0
21.0,0,67349.0,2,10000.0,10.25,0.15,2.0,622,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22.0,1,66815.0,0,10000.0,10.62,0.15,2.0,700,1,0,1,0,0,0,0,0,0,0,0,0,1,0
23.0,0,31280.0,2,7200.0,11.86,0.23,4.0,670,0,1,0,0,0,0,0,0,1,1,0,0,0,0
26.0,0,67071.0,1,14500.0,12.73,0.22,2.0,566,1,0,1,0,0,0,0,1,0,0,0,0,0,1
23.0,1,34478.0,0,7200.0,9.99,0.21,2.0,620,0,0,0,0,0,1,0,0,1,0,0,0,1,0
22.0,0,34387.0,2,7200.0,10.59,0.21,3.0,559,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22.0,1,59890.0,1,8000.0,10.25,0.13,4.0,620,0,1,0,0,1,0,0,0,0,1,0,0,0,0
24.0,0,66904.0,0,6000.0,7.51,0.09,4.0,674,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,0,66763.0,3,8000.0,9.88,0.12,3.0,496,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22.0,0,36727.0,0,7200.0,11.71,0.2,3.0,659,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22.0,1,36715.0,0,7200.0,8.9,0.2,2.0,633,0,1,0,0,1,0,0,0,1,0,0,1,0,0
22.0,0,66830.0,4,13000.0,13.85,0.19,3.0,658,1,0,1,0,0,0,0,0,0,0,0,0,1,0
21.0,0,39065.0,0,7200.0,11.71,0.18,4.0,678,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24.0,1,39050.0,0,7200.0,13.79,0.18,2.0,576,1,0,0,0,1,0,0,0,1,0,0,1,0,0
21.0,0,39423.0,0,7200.0,5.42,0.18,4.0,654,1,0,1,0,0,0,0,0,1,1,0,0,0,0
25.0,0,39751.0,5,7200.0,12.84,0.18,4.0,696,0,0,1,0,0,0,0,0,1,0,0,1,0,0
25.0,1,66880.0,3,15000.0,11.01,0.22,3.0,626,1,0,1,0,0,0,0,0,0,1,0,0,0,0
25.0,1,39985.0,2,7200.0,9.51,0.18,4.0,602,1,0,0,0,0,1,0,0,1,0,0,1,0,0
22.0,0,66391.0,0,5000.0,14.61,0.08,2.0,599,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22.0,1,66891.0,0,1000.0,8.59,0.01,3.0,562,1,0,1,0,0,0,0,1,0,0,0,0,0,1
22.0,0,42201.0,0,7200.0,7.9,0.17,4.0,586,1,0,0,0,1,0,0,0,1,0,0,0,0,1
23.0,0,59747.0,0,15000.0,19.82,0.25,2.0,637,0,1,0,0,0,0,0,0,0,0,0,0,1,0
26.0,0,41964.0,4,7200.0,12.73,0.17,3.0,702,1,0,0,0,0,1,0,0,1,0,0,1,0,0
25.0,0,43222.0,1,7200.0,8.9,0.17,3.0,666,0,0,0,0,1,0,0,0,1,0,0,1,0,0
23.0,0,67065.0,0,7000.0,8.59,0.1,2.0,702,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24.0,1,66701.0,2,5500.0,8.59,0.08,3.0,648,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25.0,0,66863.0,5,10200.0,8.94,0.15,3.0,603,1,0,1,0,0,0,0,0,0,0,0,0,1,0
25.0,1,66710.0,3,10000.0,13.57,0.15,2.0,580,0,0,0,0,1,0,0,1,0,1,0,0,0,0
22.0,0,67156.0,2,2000.0,7.4,0.03,3.0,558,0,0,0,0,0,0,0,1,0,0,0,0,1,0
21.0,0,43039.0,0,7200.0,12.69,0.17,3.0,647,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25.0,0,43306.0,1,7200.0,9.99,0.17,4.0,615,1,0,0,0,0,1,0,0,1,0,0,0,1,0
24.0,1,43239.0,0,7200.0,11.01,0.17,2.0,621,1,0,1,0,0,0,0,0,1,0,0,1,0,0
23.0,0,38068.0,0,7200.0,14.54,0.19,3.0,648,0,1,0,0,0,0,0,0,1,0,0,0,0,0
26.0,0,67018.0,7,12500.0,11.01,0.19,3.0,660,1,0,1,0,0,0,0,0,0,0,0,1,0,0
25.0,0,45256.0,2,7200.0,11.34,0.16,2.0,595,1,0,1,0,0,0,0,0,1,0,0,0,0,0
24.0,0,45745.0,4,7200.0,7.9,0.16,2.0,696,1,0,0,0,0,1,0,0,1,1,0,0,0,0
24.0,0,45766.0,1,7200.0,8.9,0.16,4.0,584,0,0,1,0,0,0,0,0,1,1,0,0,0,0
23.0,1,46776.0,1,7200.0,7.9,0.15,4.0,717,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24.0,1,59465.0,4,5000.0,12.18,0.08,3.0,597,0,1,1,0,0,0,0,0,0,0,0,1,0,0
26.0,0,46806.0,6,7200.0,9.91,0.15,2.0,600,0,0,1,0,0,0,0,0,1,0,0,1,0,0
23.0,0,47476.0,1,7200.0,13.48,0.15,3.0,643,1,0,0,0,1,0,0,0,1,0,0,0,1,0
22.0,0,49047.0,0,7200.0,17.58,0.15,2.0,710,0,0,1,0,0,0,0,0,1,1,0,0,0,0
22.0,1,49045.0,0,7200.0,18.79,0.15,3.0,691,1,0,0,0,0,1,0,0,1,0,0,0,1,0
26.0,1,66910.0,5,7000.0,12.53,0.1,4.0,566,0,0,0,1,0,0,0,0,0,0,0,0,0,1
26.0,1,67233.0,6,12500.0,8.94,0.19,2.0,612,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25.0,0,49347.0,7,7200.0,9.88,0.15,4.0,628,1,0,1,0,0,0,0,0,1,1,0,0,0,0
25.0,1,66911.0,1,2000.0,13.22,0.03,2.0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,1,49814.0,1,7200.0,12.53,0.14,2.0,661,1,0,0,0,1,0,0,0,1,1,0,0,0,0
22.0,1,66864.0,2,4000.0,9.32,0.06,4.0,553,1,0,0,0,1,0,0,1,0,1,0,0,0,0
21.0,1,51237.0,0,7200.0,5.42,0.14,4.0,601,1,0,1,0,0,0,0,0,1,1,0,0,0,0
23.0,1,67070.0,0,18500.0,13.16,0.28,4.0,562,0,0,0,0,1,0,0,1,0,0,0,1,0,0
23.0,1,52711.0,2,7200.0,8.0,0.14,2.0,630,1,0,0,0,1,0,0,0,1,0,0,0,0,1
24.0,0,66944.0,0,8000.0,8.0,0.12,2.0,512,1,0,0,0,1,0,0,0,0,0,1,0,0,0
24.0,0,53153.0,3,7200.0,13.49,0.14,4.0,672,0,0,1,0,0,0,0,0,1,0,0,1,0,0
24.0,1,67217.0,6,6000.0,8.0,0.09,2.0,658,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26.0,1,67003.0,3,8500.0,12.21,0.13,2.0,672,1,0,0,0,0,0,0,0,0,0,1,0,0,0
24.0,0,55050.0,1,7200.0,10.65,0.13,4.0,666,1,0,0,0,1,0,0,0,1,0,0,0,0,0
21.0,0,54848.0,0,7200.0,9.38,0.13,4.0,451,1,0,0,0,1,0,0,0,1,0,0,0,1,0
22.0,0,47813.0,1,7200.0,9.45,0.15,3.0,572,0,1,0,0,0,0,0,0,1,0,1,0,0,0
25.0,1,56059.0,0,7200.0,11.01,0.13,3.0,645,1,0,1,0,0,0,0,0,1,0,0,0,0,0
22.0,1,58640.0,0,7200.0,12.42,0.12,4.0,526,1,0,0,0,0,0,0,0,1,1,0,0,0,0
23.0,0,58429.0,4,7200.0,14.27,0.12,3.0,650,1,0,0,0,0,0,0,0,1,0,0,0,1,0
23.0,0,58502.0,0,7200.0,11.71,0.12,2.0,581,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25.0,0,66641.0,0,14000.0,15.68,0.21,4.0,667,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22.0,1,58689.0,0,7200.0,12.69,0.12,2.0,556,1,0,1,0,0,0,0,0,1,0,0,0,1,0
22.0,0,58327.0,0,7200.0,9.62,0.12,4.0,645,1,0,1,0,0,0,0,0,1,0,0,1,0,0
22.0,1,59683.0,0,10000.0,8.0,0.17,2.0,597,0,1,0,0,1,0,0,0,0,1,0,0,0,0
25.0,1,58793.0,0,7200.0,11.36,0.12,3.0,688,1,0,0,0,0,1,0,0,1,0,0,0,0,0
24.0,1,67109.0,2,15000.0,11.01,0.22,3.0,574,1,0,0,0,0,0,0,0,0,0,0,0,1,0
24.0,0,66649.0,0,1600.0,13.79,0.02,2.0,517,1,0,0,0,1,0,0,0,0,0,0,0,0,0
24.0,1,60773.0,3,7200.0,13.06,0.12,3.0,605,1,0,0,0,1,0,0,0,1,0,0,1,0,0
23.0,1,66822.0,1,4000.0,9.32,0.06,2.0,689,0,0,0,0,0,0,1,0,0,0,0,0,0,1
24.0,1,61225.0,1,7200.0,11.71,0.12,2.0,618,1,0,1,0,0,0,0,0,1,0,0,0,0,1
22.0,0,61090.0,0,7200.0,11.01,0.12,4.0,600,1,0,1,0,0,0,0,0,1,0,0,0,0,0
22.0,0,59634.0,3,5000.0,11.28,0.08,4.0,687,0,1,0,0,0,1,0,0,0,0,0,0,0,1
25.0,0,61375.0,0,7200.0,8.49,0.12,2.0,631,1,0,1,0,0,0,0,0,1,0,0,0,1,0
25.0,1,60969.0,0,7200.0,7.29,0.12,4.0,615,1,0,0,0,1,0,0,0,1,0,0,1,0,0
24.0,1,61174.0,3,7200.0,12.84,0.12,3.0,609,0,0,0,0,0,1,0,0,1,0,0,0,0,0
25.0,0,67161.0,1,3600.0,11.34,0.05,4.0,559,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24.0,1,59776.0,2,20000.0,11.34,0.33,4.0,668,0,1,1,0,0,0,1,0,0,0,0,0,1,0
23.0,0,67133.0,0,15000.0,9.2,0.22,4.0,687,1,0,0,0,0,1,0,0,0,0,0,0,0,0
25.0,0,63273.0,0,7200.0,12.69,0.11,3.0,576,1,0,1,0,0,0,0,0,1,1,0,0,0,0
24.0,1,66964.0,1,5275.0,8.07,0.08,4.0,589,1,0,0,0,1,0,0,0,0,0,1,0,0,0
24.0,1,66496.0,0,7200.0,12.53,0.11,2.0,643,1,0,0,0,0,1,0,0,1,1,0,0,0,0
23.0,1,67091.0,0,9600.0,14.74,0.14,2.0,593,1,0,0,0,1,0,0,0,0,1,0,0,0,0
25.0,1,67327.0,3,7200.0,15.27,0.11,3.0,597,1,0,0,0,1,0,0,0,1,0,0,0,0,0
23.0,1,67208.0,0,10500.0,13.16,0.16,4.0,592,1,0,1,0,0,0,0,1,0,0,0,1,0,0
24.0,0,67260.0,3,7200.0,11.01,0.11,3.0,624,1,0,0,0,1,0,0,0,1,1,0,0,0,0
22.0,1,66845.0,0,7200.0,7.66,0.11,2.0,671,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25.0,1,67284.0,1,7200.0,7.9,0.11,2.0,554,1,0,0,0,1,0,0,0,1,0,0,1,0,0
25.0,1,60522.0,7,7200.0,10.38,0.12,2.0,664,0,1,0,0,0,1,0,0,1,0,0,0,1,0
23.0,1,60843.0,1,7200.0,17.58,0.12,2.0,539,0,1,0,0,0,1,0,0,1,0,0,1,0,0
23.0,1,61864.0,2,7200.0,14.67,0.12,3.0,646,0,1,1,0,0,0,0,0,1,0,0,0,0,0
22.0,1,71716.0,0,7200.0,8.0,0.1,3.0,649,1,0,0,0,1,0,0,0,1,1,0,0,0,0
24.0,1,67572.0,1,16000.0,11.49,0.24,2.0,672,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24.0,0,72906.0,0,7200.0,8.49,0.1,2.0,666,0,0,0,0,0,1,0,0,1,0,0,0,0,1
25.0,0,67098.0,4,4225.0,12.42,0.06,2.0,570,0,0,0,0,1,0,0,0,0,1,0,0,0,0
26.0,0,72773.0,0,7200.0,11.14,0.1,2.0,667,0,0,0,0,1,0,0,0,1,0,0,0,0,1
25.0,0,72789.0,5,7200.0,13.48,0.1,4.0,611,0,0,0,0,0,1,0,0,1,0,1,0,0,0
22.0,1,72895.0,0,7200.0,12.87,0.1,3.0,648,0,0,1,0,0,0,0,0,1,1,0,0,0,0
22.0,1,59865.0,0,6500.0,12.68,0.11,2.0,635,0,1,0,0,1,0,0,0,0,0,0,1,0,0
23.0,0,73111.0,4,7200.0,13.22,0.1,4.0,663,0,0,0,0,0,1,0,0,1,1,0,0,0,0
21.0,0,67289.0,0,8900.0,6.17,0.13,2.0,670,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23.0,1,73074.0,2,7200.0,9.91,0.1,4.0,690,1,0,0,0,0,1,0,0,1,0,0,1,0,0
24.0,0,60126.0,2,2500.0,11.01,0.04,2.0,680,0,1,0,0,0,1,0,0,0,0,0,1,0,0
21.0,1,73848.0,0,7200.0,14.72,0.1,2.0,527,1,0,0,0,1,0,0,0,1,0,0,0,1,0
21.0,0,74302.0,0,7200.0,10.99,0.1,3.0,651,0,0,0,0,0,0,0,0,1,1,0,0,0,0
23.0,0,66992.0,0,2000.0,11.86,0.03,3.0,645,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23.0,0,67301.0,2,4000.0,10.08,0.06,4.0,677,1,0,0,0,0,1,0,0,0,1,0,0,0,0
25.0,0,76807.0,0,7200.0,7.88,0.09,3.0,615,1,0,1,0,0,0,0,0,1,1,0,0,0,0
23.0,1,77863.0,0,7200.0,15.96,0.09,3.0,602,1,0,1,0,0,0,0,0,1,0,0,1,0,0
26.0,1,67478.0,1,6000.0,5.42,0.09,3.0,633,1,0,0,0,1,0,0,1,0,0,1,0,0,0
25.0,1,82055.0,3,7200.0,7.88,0.09,4.0,575,1,0,0,0,1,0,0,0,1,1,0,0,0,0
24.0,1,67349.0,0,11000.0,7.29,0.16,3.0,679,1,0,0,0,0,0,0,0,0,0,0,0,0,1
23.0,0,75492.0,3,7200.0,7.9,0.1,3.0,676,0,1,0,0,0,1,0,0,1,1,0,0,0,0
23.0,0,83116.0,3,7200.0,14.72,0.09,2.0,645,0,0,0,0,0,0,0,0,1,1,0,0,0,0
26.0,0,60702.0,3,15250.0,13.11,0.25,3.0,654,0,1,1,0,0,0,0,0,0,0,0,0,0,1
25.0,0,86909.0,1,7200.0,10.95,0.08,4.0,646,1,0,1,0,0,0,0,0,1,1,0,0,0,0
22.0,0,90655.0,0,7200.0,13.61,0.08,4.0,549,1,0,0,0,1,0,0,0,1,0,0,0,0,1
22.0,0,67503.0,0,3000.0,7.37,0.04,2.0,644,1,0,0,0,1,0,0,0,0,0,0,1,0,0
24.0,1,67641.0,2,8000.0,5.99,0.12,4.0,573,1,0,1,0,0,0,0,0,0,0,1,0,0,0
21.0,1,67335.0,0,3200.0,6.62,0.05,4.0,671,1,0,0,0,1,0,0,0,0,1,0,0,0,0
23.0,0,60802.0,0,16000.0,14.54,0.26,2.0,724,0,1,0,0,0,1,0,0,0,0,0,0,0,0
26.0,1,92899.0,6,7200.0,9.63,0.08,3.0,612,1,0,0,0,0,0,0,0,1,1,0,0,0,0
23.0,0,97161.0,2,7200.0,8.9,0.07,2.0,650,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23.0,0,97746.0,5,7200.0,9.25,0.07,4.0,635,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21.0,0,101982.0,0,7200.0,8.49,0.07,2.0,669,1,0,0,0,0,0,0,0,1,0,0,0,0,1
24.0,0,67574.0,0,11700.0,13.57,0.17,2.0,608,0,0,0,0,1,0,0,0,0,0,1,0,0,0
24.0,1,68001.0,0,6500.0,10.99,0.1,2.0,615,1,0,0,0,0,0,0,0,0,0,0,1,0,0
23.0,1,60541.0,0,12000.0,7.29,0.2,3.0,555,0,1,1,0,0,0,0,0,0,0,0,0,1,0
24.0,0,67958.0,1,7875.0,10.65,0.12,3.0,671,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25.0,1,89072.0,0,7200.0,14.96,0.08,3.0,611,0,1,1,0,0,0,0,0,1,0,0,0,1,0
25.0,0,107112.0,1,7200.0,13.47,0.07,3.0,598,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25.0,0,68111.0,1,3500.0,14.17,0.05,3.0,692,1,0,1,0,0,0,0,0,0,0,0,1,0,0
25.0,1,68051.0,2,4000.0,10.75,0.06,2.0,604,1,0,0,0,1,0,0,0,0,0,0,0,1,0
24.0,0,67941.0,0,3200.0,7.68,0.05,3.0,664,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23.0,1,67676.0,1,21825.0,11.36,0.32,2.0,599,1,0,0,0,0,0,0,0,0,0,0,1,0,0
